course_id,title,provider,course_length,effort,subject,price_origin,price,level,num_school,school_1,school_2,school_3,school_4,language,language_origin,url,name,bio,img,basic_info
668,Human Resources Management Capstone: HR for People Managers,Coursera,7,"7 weeks of study, 3-4 hours/week",Leadership and Management,null,79,null,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/human-resources-management-capstone,"Amy Falink, Senior Lecturer",Department of Work and Organizations,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f9/50b380b4a411e5ac993db8020e54a5/afalink_0.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Human Resource Management: HR for People Managers Specialization.
668,Human Resources Management Capstone: HR for People Managers,Coursera,7,"7 weeks of study, 3-4 hours/week",Leadership and Management,null,79,null,1,University of Minnesota,,,,English,English,https://www.coursera.org/learn/human-resources-management-capstone,"Alan Benson, Assistant Professor","Carlson School of Management, Department of Work and Organizations",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/58/e763d0b56211e58fab61c3c68eb3a2/bensona_0.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Human Resource Management: HR for People Managers Specialization.
669,Human-Centered Design: an Introduction,Coursera,4,"4 weeks, 3-4 hours/week",Design and Product,Purchase Course ¡¤ US$39 USD,39,null,1,"University of California, San Diego",,,,"English, Subtitles: Spanish","English, Subtitles: Spanish",https://www.coursera.org/learn/human-computer-interaction,"Scott Klemmer, Associate Professor",Cognitive Science & Computer Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/29/60bc20bb2f11e489811165809df93c/scott-2014-largeZoomed.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 8 in the Interaction Design Specialization.
670,Humanitarian communication : Addressing key challenges,Coursera,5,null,Governance and Society,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/humanitarian-communication,"Prof. Doris Schopper, Director of CERAH, joint Centre of the University of Geneva and the Graduate Institute of Geneva",Faculty of Medicine,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/95/51ec40ecb411e4b99887fdfc55ce50/doris_schopper2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
670,Humanitarian communication : Addressing key challenges,Coursera,5,null,Governance and Society,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/humanitarian-communication,"Dr. Val?rie Gorin, CERAH lecturer",Centre for Education and Research in Humanitarian Action,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/28/c83cb0ecb311e48362b37648d58cd1/valerie_gorin.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
670,Humanitarian communication : Addressing key challenges,Coursera,5,null,Governance and Society,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/humanitarian-communication,"Jean-Marc Biquet, Course coordinator and lecturer at CERAH",Centre for Education and Research in Humanitarian Action,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/40/a81a90ecb211e4b0fc156dd71244b1/jean_marc_biquet2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
670,Humanitarian communication : Addressing key challenges,Coursera,5,null,Governance and Society,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/humanitarian-communication,"Claire Barth?l?my, Course coordinator and lecturer at CERAH",Centre for Education and Research in Humanitarian Action,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/b4/9c6640ecb211e4a23313cfc93abe71/claire_barthelemy2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
670,Humanitarian communication : Addressing key challenges,Coursera,5,null,Governance and Society,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/humanitarian-communication,"Claire Doole, Invited lecturer",Centre for Education and Research in Humanitarian Action,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/bc/2a1690ecb811e4b0fc156dd71244b1/claire_dole.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
670,Humanitarian communication : Addressing key challenges,Coursera,5,null,Governance and Society,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/humanitarian-communication,"Claire Bellmann, Professional Trainer, Coach and Facilitator",Centre for Education and Research in Humanitarian Action,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8a/3137e0ecb311e4b0fc156dd71244b1/claire_bellmann.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
671,H?tel ¡°De l'?toile¡± - a hotel in crisis?,Coursera,4,"4 weeks of study, 2-4 hours/week",Business Strategy,null,99,null,1,ESSEC Business School,,,,English,English,https://www.coursera.org/learn/hotel-management-project,"Peter O'Connor, Professor of information systems, Director of the MBA in Hospitality Management",Information systems,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/83/442f10378511e588a0fd9696f07ee2/OCONNOR-_3_-_2_.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,"Course 4 of 4 in the Hotel Management: Distribution, Revenue & Demand Management Specialization."
672,Ideas from the History of Graphic Design,Coursera,4,"4 weeks of study, 2-3 hours/week",History,Purchase Course ¡¤ US$79 USD,79,Beginner,1,California Institute of the Arts,,,,English,English,https://www.coursera.org/learn/graphic-design-history,"Louise Sandhaus, Faculty, Program in Graphic Design",School of Art,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/99/17e780327211e6810e4d03e098d91e/LSandhaus-sm.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Graphic Design Specialization.
672,Ideas from the History of Graphic Design,Coursera,4,"4 weeks of study, 2-3 hours/week",History,Purchase Course ¡¤ US$79 USD,79,Beginner,1,California Institute of the Arts,,,,English,English,https://www.coursera.org/learn/graphic-design-history,"Lorraine Wild, Faculty, Program in Graphic Design",School of Art,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/bb/4b49a0a2b211e58369398902d84d96/lorraine_wild.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Graphic Design Specialization.
673,Identifying Social Entrepreneurship Opportunities,Coursera,5,null,Entrepreneurship,Purchase Course ¡¤ US$49 USD,49,Beginner,1,Copenhagen Business School,,,,English,English,https://www.coursera.org/learn/social-entrepreneurship-opportunities,Kai Hockerts,Centre for Corporate Social Responsibility,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/98/2a10919384f208cdb78eaeb1161d08/Kai_Hockerts.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 1 of 3 in the Social Entrepreneurship Specialization.
674,Ignite Your Everyday Creativity,Coursera,6,null,Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The State University of New York,,,,"English, Subtitles: Ukrainian","English, Subtitles: Ukrainian",https://www.coursera.org/learn/ignite-creativity,"Dr. Cyndi Burnett, Assistant Professor",Creative Studies,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d3/ec47008ad211e49fa1451ce8c8c2d1/CYNDI-Headshot-copy.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
674,Ignite Your Everyday Creativity,Coursera,6,null,Personal Development,Purchase Course ¡¤ US$49 USD,49,null,1,The State University of New York,,,,"English, Subtitles: Ukrainian","English, Subtitles: Ukrainian",https://www.coursera.org/learn/ignite-creativity,"Dr. John F Cabra, Associate Professor",Creative Studies,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/27/bd6ed0911e11e4817ef397b848afe4/20140916_cabra_john_001_e.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
675,"Imagery, Automation, and Applications",Coursera,4,null,Environmental Science and Sustainability,Purchase Course ¡¤ US$79 USD,79,null,1,"University of California, Davis",,,,English,English,https://www.coursera.org/learn/gis-applications,"Nick Santos, Geospatial Applications Researcher",Center for Watershed Sciences,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/8f/433160a98811e5bf37d3319898c2d6/NSmug_Nov2015.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Geographic Information Systems (GIS) Specialization.
676,Imagining Other Earths,Coursera,24,20 hours of videos and peer assessments,Physics and Astronomy,"Full Course, No Certificate",Free,null,1,Princeton University,,,,English,English,https://www.coursera.org/learn/life-on-other-planets,"David Spergel, Charles Young Professor of Astronomy on the Class of 1897 Foundation and Chair",Astrophysics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/58/309340d0a245e0bde7510fdc3e61af/spergel.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
677,In the footsteps of Zika¡¦ approaching the unknown,Coursera,8,5 hours,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/zika,"Antoine Flahault, Professor of Public Health and Director of the Institute of Global Health (Faculty of Medicine, University of Geneva) and co-Director of Centre Virchow-Villerm? (Universit? Paris Descartes)",University of Geneva and Universit? Paris Descartes ? Sorbonne Paris Cit?,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/71/568860d25f11e4bca8e3f6c4e7bd91/flahault2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
677,In the footsteps of Zika¡¦ approaching the unknown,Coursera,8,5 hours,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/zika,"Aline Philibert (In Partnership with UNIGE), Assistant Professor",Universit? Paris Descartes ? Sorbonne Paris Cit? and Universit? du Qu?bec ? Montr?al (UQU?M),https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/e4/66b7f048e011e6be02b7b8f1323444/aline_philibertv2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
677,In the footsteps of Zika¡¦ approaching the unknown,Coursera,8,5 hours,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/zika,"Arnaud Fontanet (In Partnership with UNIGE), Director Center for Global Health ? Head of Emerging Diseases Epidemiology Unit",Institut Pasteur,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/c3/61f16047fe11e6b811bfdb8de09e2a/Arnaud-Fontanet_institutpasteur_cropped.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
677,In the footsteps of Zika¡¦ approaching the unknown,Coursera,8,5 hours,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,Intermediate,1,University of Geneva,,,,English,English,https://www.coursera.org/learn/zika,"Henri-Jean Philippe (In Partnership with UNIGE), Gynecologist, Obstetrician - Head of Department at the H?pital Cochin",Universit? Paris Descartes,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f8/cc5e0048f111e6822e2f98bd9c0aa8/Photo-HD-Henri-Jean-P.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
678,Increasing Real Estate Management Profits: Harnessing Data Analytics,Coursera,7,"8 weeks of study, 5 hours/week",Data Analysis,null,79,null,1,Duke University,,,,English,English,https://www.coursera.org/learn/analytics-capstone,"Daniel Egger, Executive in Residence and Director, Center for Quantitative Modeling","Pratt School of Engineering, Duke University",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/d2/8dd470500f11e5a78fd13a80a4d3b4/Egger_Daniel_web.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Excel to MySQL: Analytic Techniques for Business Specialization.
678,Increasing Real Estate Management Profits: Harnessing Data Analytics,Coursera,7,"8 weeks of study, 5 hours/week",Data Analysis,null,79,null,1,Duke University,,,,English,English,https://www.coursera.org/learn/analytics-capstone,"Jana Schaich Borg, Post-doctoral Fellow",Psychiatry and Behavioral Sciences,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/a5/d5c550500f11e59e72391aa537f5c9/Jana-Schaich-Borg-2.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 5 of 5 in the Excel to MySQL: Analytic Techniques for Business Specialization.
679,Infection Prevention in Nursing Homes,Coursera,6,null,Medicine & Healthcare,Purchase Course ¡¤ US$49 USD,49,null,1,The University of North Carolina at Chapel Hill,,,,English,English,https://www.coursera.org/learn/infection-prevention,"Kirk Huslage, Associate Director",North Carolina Statewide Program for Infection Control and Epidemiology (SPICE),https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/20/0e3410d3c411e490e839566720fc41/Kirk_Coursera.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,null
680,Inferential Statistics,Coursera,5,"5 weeks of study, 5-7 hours/week",Probability and Statistics,Purchase Course ¡¤ US$79 USD,79,Beginner,1,Duke University,,,,English,English,https://www.coursera.org/learn/inferential-statistics-intro,"Mine ?etinkaya-Rundel, Assistant Professor of the Practice",Department of Statistical Science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/b5/fcd6d8d95e823c0e13a032212a319c/mcr.JPG?auto=format&dpr=1&w=88&h=88&fit=crop,Course 2 of 5 in the Statistics with R Specialization.
681,Inferential Statistics,Coursera,7,"7 weeks of study, 1-3 hours/week",Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,University of Amsterdam,,,,English,English,https://www.coursera.org/learn/inferential-statistics,"Annemarie Zand Scholten, Assistant Professor",Economics and Business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/96/216cd0008911e48dd9cdaaef055678/AZandScholten_Coursera_ProfilePhotoWide.png?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Methods and Statistics in Social Sciences Specialization.
681,Inferential Statistics,Coursera,7,"7 weeks of study, 1-3 hours/week",Probability and Statistics,Purchase Course ¡¤ US$49 USD,49,null,1,University of Amsterdam,,,,English,English,https://www.coursera.org/learn/inferential-statistics,"Emiel van Loon, Assistant Professor",Institute for Biodiversity and Ecosystem Dynamics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/f3/df3d30ad2f11e5bb7c49a8bcd36b1b/portret_web3.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 4 of 5 in the Methods and Statistics in Social Sciences Specialization.
682,Inferential and Predictive Statistics for Business,Coursera,4,"4 weeks of study, 2-4 hours/week",Business Essentials,Purchase Course ¡¤ US$79 USD,79,null,1,University of Illinois at Urbana-Champaign,,,,English,English,https://www.coursera.org/learn/business-statistics,"Fataneh Taghaboni-Dutta, Clinical Professor of Business Administration","University of Illinois, Urbana-Champaign College of Business Department of Business Administration",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/e4/4f7fe0a2af11e5b3003bc0db0b0a9b/Fataneh.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 6 of 7 in the Managerial Economics and Business Analysis Specialization.
683,Influencing People,Coursera,4,null,Business Essentials,Purchase Course ¡¤ US$95 USD,95,null,1,University of Michigan,,,,English,English,https://www.coursera.org/learn/influencing-people,"Scott DeRue, Ph.D., Edward J. Frey Dean at the Ross School of Business","Management and Organizations, Ross School of Business",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-instructor-photos.s3.amazonaws.com/81/e24bf0502d11e59f213758f6dd88ba/Scott_DeRue_Temp_SQUARE.jpg?auto=format&dpr=1&w=88&h=88&fit=crop,Course 3 of 5 in the Leading People and Teams Specialization.
